"clave","entidad_federativa","clave_delito","delito","2022","2021","2020","2019"
28,"Tamaulipas",20602,"Secuestro - Secuestro en calidad de rehén",15,15,14,0
28,"Tamaulipas",20603,"Secuestro - Secuestro para causar daño",2,3,0,0
28,"Tamaulipas",20604,"Secuestro - Secuestro exprés",0,0,0,6
28,"Tamaulipas",20605,"Secuestro - Otro tipo de secuestro",0,0,0,0
28,"Tamaulipas",20606,"Secuestro - No identificado",0,0,0,NA
28,"Tamaulipas",20700,"Otros delitos que atentan contra la libertad personal",0,0,0,0
28,"Tamaulipas",30100,"Abuso sexual",748,701,543,591
28,"Tamaulipas",30200,"Acoso sexual",113,99,79,91
28,"Tamaulipas",30300,"Hostigamiento sexual",39,29,30,20
28,"Tamaulipas",30401,"Violación - Violación simple",696,564,422,599
28,"Tamaulipas",30402,"Violación - Violación equiparada por introducir cualquier elemento, instrumento o cualquier parte del cuerpo humano, distinto al pene",0,0,0,0
28,"Tamaulipas",30403,"Violación - Violación equiparada en contra de menores e incapaces",0,0,0,0
28,"Tamaulipas",30404,"Violación - Otro tipo de violación",0,0,0,0
28,"Tamaulipas",30405,"Violación - No identificado",0,0,0,NA
28,"Tamaulipas",30500,"Estupro",34,25,38,35
28,"Tamaulipas",30600,"Incesto",0,0,0,0
28,"Tamaulipas",30700,"Otros delitos que atentan contra la libertad y la seguridad sexual",23,39,77,94
28,"Tamaulipas",40101,"Robo - Robo simple",1575,1699,1707,2982
28,"Tamaulipas",40102,"Robo - Robo a casa habitación",1398,1510,1423,2213
28,"Tamaulipas",40103,"Robo - Robo de vehículo",2043,2337,2266,3091
28,"Tamaulipas",40104,"Robo - Robo de autopartes",22,7,11,17
28,"Tamaulipas",40105,"Robo - Robo a transeúnte en vía pública",122,122,112,216
28,"Tamaulipas",40106,"Robo - Robo a transeúnte en espacio abierto al público",0,0,0,0
28,"Tamaulipas",40107,"Robo - Robo a persona en un lugar privado",0,0,0,0
28,"Tamaulipas",40108,"Robo - Robo a transportista",1,5,1,5
28,"Tamaulipas",40109,"Robo - Robo en transporte público individual",0,0,0,0
28,"Tamaulipas",40110,"Robo - Robo en transporte público colectivo",0,1,0,1
28,"Tamaulipas",40111,"Robo - Robo en transporte individual",0,0,0,0
28,"Tamaulipas",40112,"Robo - Robo a institución bancaria",1,11,3,14
28,"Tamaulipas",40113,"Robo - Robo a negocio",1529,1345,1259,1727
28,"Tamaulipas",40114,"Robo - Robo de ganado",50,66,83,103
28,"Tamaulipas",40115,"Robo - Robo de maquinaria",0,0,0,0
28,"Tamaulipas",40116,"Robo - Robo de energía eléctrica",0,0,0,0
28,"Tamaulipas",40117,"Robo - Otros robos",1767,1761,1842,2739
28,"Tamaulipas",40118,"Robo - No identificado",0,0,0,NA
28,"Tamaulipas",40201,"Delitos en materia de hidrocarburos y sus derivados - Sustracción de hidrocarburos y sus derivados",NA,NA,NA,0
28,"Tamaulipas",40202,"Delitos en materia de hidrocarburos y sus derivados - Aprovechamiento de hidrocarburos y sus derivados",NA,NA,NA,0
28,"Tamaulipas",40203,"Delitos en materia de hidrocarburos y sus derivados - Posesión ilícita de hidrocarburos y sus derivados",NA,NA,NA,0
28,"Tamaulipas",40204,"Delitos en materia de hidrocarburos y sus derivados - Otros delitos en materia de hidrocarburos y sus derivados",NA,NA,NA,0
28,"Tamaulipas",40205,"Delitos en materia de hidrocarburos y sus derivados - No identificado",NA,NA,NA,NA
28,"Tamaulipas",40300,"Fraude",1580,1556,1175,1395
28,"Tamaulipas",40400,"Abuso de confianza",645,563,421,647
28,"Tamaulipas",40501,"Extorsión - Extorsión cometida por vía telefónica o cualquier otro medio electrónico o de comunicación",131,87,145,134
28,"Tamaulipas",40502,"Extorsión - Otro tipo de extorsión",0,15,1,0
28,"Tamaulipas",40503,"Extorsión - No identificado",0,0,0,NA
28,"Tamaulipas",40600,"Daño a la propiedad",3990,3542,3082,3885
28,"Tamaulipas",40700,"Despojo",528,589,485,610
28,"Tamaulipas",40800,"Otros delitos que atentan contra el patrimonio",38,30,27,56
28,"Tamaulipas",50100,"Violencia familiar",7863,7844,6467,7509
28,"Tamaulipas",50200,"Incumplimiento de obligaciones familiares",1629,1653,1175,1889
28,"Tamaulipas",50300,"Otros delitos contra la familia",2,6,0,0
28,"Tamaulipas",60101,"Delitos contra el libre desarrollo de la personalidad - Corrupción de menores e incapaces",53,18,20,25
28,"Tamaulipas",60102,"Delitos contra el libre desarrollo de la personalidad - Prostitución de menores e incapaces",3,6,9,13
28,"Tamaulipas",60103,"Delitos contra el libre desarrollo de la personalidad - Pornografía infantil",18,8,6,7
28,"Tamaulipas",60104,"Delitos contra el libre desarrollo de la personalidad - Turismo sexual",0,0,0,0
28,"Tamaulipas",60105,"Delitos contra el libre desarrollo de la personalidad - Pederastia",0,0,0,0
28,"Tamaulipas",60106,"Delitos contra el libre desarrollo de la personalidad - Otros delitos contra el libre desarrollo de la personalidad",0,0,0,0
28,"Tamaulipas",60107,"Delitos contra el libre desarrollo de la personalidad - No identificado",0,0,0,NA
28,"Tamaulipas",60201,"Trata de personas - Trata de personas con fines de explotación sexual",2,3,3,0
28,"Tamaulipas",60202,"Trata de personas - Trata de personas con fines de trabajo o servicios forzados",0,1,0,0
28,"Tamaulipas",60203,"Trata de personas - Trata de personas con fines de tráfico de órganos",0,0,0,0
28,"Tamaulipas",60204,"Trata de personas - Trata de personas con otros fines",0,0,2,11
28,"Tamaulipas",60205,"Trata de personas - No identificado",0,0,0,NA
28,"Tamaulipas",60300,"Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0
28,"Tamaulipas",60400,"Discriminación",36,35,41,43
28,"Tamaulipas",60500,"Lenocinio",0,1,0,2
28,"Tamaulipas",60600,"Otros delitos contra la sociedad",0,0,0,7
28,"Tamaulipas",70101,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Posesión simple de narcóticos",69,67,91,89
28,"Tamaulipas",70102,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Posesión con fines de comercio o suministro de narcóticos",3,NA,1,26
28,"Tamaulipas",70103,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Comercio de narcóticos",10,17,15,0
28,"Tamaulipas",70104,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Suministro de narcóticos",1,2,1,0
28,"Tamaulipas",70105,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Otros delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo",2,NA,4,108
28,"Tamaulipas",70106,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - No identificado",74,78,82,NA
28,"Tamaulipas",70201,"Delitos federales contra la salud relacionados con narcóticos - Producción de narcóticos",NA,NA,NA,0
28,"Tamaulipas",70202,"Delitos federales contra la salud relacionados con narcóticos - Transporte de narcóticos",NA,NA,NA,0
28,"Tamaulipas",70203,"Delitos federales contra la salud relacionados con narcóticos - Tráfico de narcóticos",NA,NA,NA,0
28,"Tamaulipas",70204,"Delitos federales contra la salud relacionados con narcóticos - Comercio de narcóticos",NA,NA,NA,0
28,"Tamaulipas",70205,"Delitos federales contra la salud relacionados con narcóticos - Suministro de narcóticos",NA,NA,NA,0
28,"Tamaulipas",70206,"Delitos federales contra la salud relacionados con narcóticos - Posesión de narcóticos",NA,NA,NA,0
28,"Tamaulipas",70207,"Delitos federales contra la salud relacionados con narcóticos - Otros delitos federales contra la salud relacionados con narcóticos",NA,NA,NA,0
28,"Tamaulipas",70208,"Delitos federales contra la salud relacionados con narcóticos - No identificado",NA,NA,NA,NA
28,"Tamaulipas",70300,"Evasión de presos",1,3,0,1
28,"Tamaulipas",70400,"Delitos en materia de armas y objetos prohibidos",9,10,13,15
28,"Tamaulipas",70500,"Delitos de delincuencia organizada",0,0,0,0
28,"Tamaulipas",70601,"Delitos en materia de armas, explosivos y otros materiales destructivos - Portación ilícita de armas",NA,NA,NA,0
28,"Tamaulipas",70602,"Delitos en materia de armas, explosivos y otros materiales destructivos - Posesión ilícita de armas, cartuchos y cargadores",NA,NA,NA,0
28,"Tamaulipas",70603,"Delitos en materia de armas, explosivos y otros materiales destructivos - Acopio ilícito de armas",NA,NA,NA,0
28,"Tamaulipas",70604,"Delitos en materia de armas, explosivos y otros materiales destructivos - Tráfico ilícito de armas, explosivos y otros materiales destructivos",NA,NA,NA,0
28,"Tamaulipas",70605,"Delitos en materia de armas, explosivos y otros materiales destructivos - Otros delitos en materia de armas, explosivos y otros materiales destructivos",NA,NA,NA,0
28,"Tamaulipas",70606,"Delitos en materia de armas, explosivos y otros materiales destructivos - No identificado",NA,NA,NA,NA
28,"Tamaulipas",70700,"Asociación delictuosa",0,2,0,4
28,"Tamaulipas",70800,"Terrorismo",0,0,0,0
28,"Tamaulipas",70900,"Otros delitos contra la seguridad pública y la seguridad del Estado",193,295,241,0
28,"Tamaulipas",80101,"Delitos por hechos de corrupción - Ejercicio indebido del servicio público",18,24,10,35
28,"Tamaulipas",80102,"Delitos por hechos de corrupción - Abuso de autoridad",192,230,232,399
28,"Tamaulipas",80103,"Delitos por hechos de corrupción - Cohecho",22,24,30,17
28,"Tamaulipas",80104,"Delitos por hechos de corrupción - Peculado",7,7,8,11
28,"Tamaulipas",80105,"Delitos por hechos de corrupción - Enriquecimiento ilícito",3,2,3,2
28,"Tamaulipas",80106,"Delitos por hechos de corrupción - Ejercicio abusivo de funciones",5,6,7,11
28,"Tamaulipas",80107,"Delitos por hechos de corrupción - Tráfico de influencias",4,2,1,3
28,"Tamaulipas",80108,"Delitos por hechos de corrupción - Otros delitos por hechos de corrupción",106,80,71,74
28,"Tamaulipas",80109,"Delitos por hechos de corrupción - No identificado",0,0,0,NA
28,"Tamaulipas",80201,"Delitos contra la administración de justicia - En materia de amparo",NA,NA,NA,0
28,"Tamaulipas",80202,"Delitos contra la administración de justicia - Otros delitos contra la administración de justicia",0,0,0,0
28,"Tamaulipas",80203,"Delitos contra la administración de justicia - No identificado",0,0,0,NA
28,"Tamaulipas",80300,"Delitos en materia fiscal",0,0,0,0
28,"Tamaulipas",80400,"Delitos electorales",258,208,1,88
28,"Tamaulipas",80500,"Otros delitos contra la administración del Estado",2,20,9,17
28,"Tamaulipas",90100,"Amenazas",1881,1808,1500,2097
28,"Tamaulipas",90200,"Allanamiento de morada",222,233,198,243
28,"Tamaulipas",90300,"Falsedad",123,118,71,116
28,"Tamaulipas",90400,"Falsificación",120,107,133,213
28,"Tamaulipas",90501,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Tráfico de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,NA,0,0
28,"Tamaulipas",90502,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Comercialización de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,NA,0,0
28,"Tamaulipas",90503,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Caza, pesca o tala ilegal de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,NA,0,0
28,"Tamaulipas",90504,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Transporte o manejo de residuos peligrosos",0,NA,0,0
28,"Tamaulipas",90505,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Daños a los ecosistemas o sus elementos",0,NA,9,0
28,"Tamaulipas",90506,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Otros delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental",0,NA,0,10
28,"Tamaulipas",90507,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - No identificado",8,5,0,NA
28,"Tamaulipas",90600,"Delitos en materia de vías de comunicación y correspondencia",13,16,21,7
28,"Tamaulipas",90701,"Delitos en materia de migración - Tráfico de indocumentados",NA,NA,NA,0
28,"Tamaulipas",90702,"Delitos en materia de migración - Otros delitos en materia de migración",NA,NA,NA,0
28,"Tamaulipas",90703,"Delitos en materia de migración - No identificado",NA,NA,NA,NA
28,"Tamaulipas",90800,"Delitos en materia de derechos de autor",0,0,0,0
28,"Tamaulipas",90900,"Delitos en materia de instituciones de crédito, inversión, fianzas y seguros",0,0,0,0
28,"Tamaulipas",91000,"Delitos en materia de propiedad industrial",0,0,0,0
28,"Tamaulipas",91100,"Delitos contra la salud no relacionados con narcóticos",0,0,0,0
28,"Tamaulipas",91200,"Encubrimiento",2,2,1,6
28,"Tamaulipas",91300,"Operaciones con recursos de procedencia ilícita",26,5,1,9
28,"Tamaulipas",91400,"Tortura",82,89,109,110
28,"Tamaulipas",91500,"Suplantación y usurpación de identidad",25,30,89,109
28,"Tamaulipas",91601,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Acceso ilícito a sistemas o equipos informáticos",7,2,3,8
28,"Tamaulipas",91602,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Daños a datos informáticos",0,0,0,0
28,"Tamaulipas",91603,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Interferir en el buen funcionamiento de sistemas o equipos informáticos",0,0,0,0
28,"Tamaulipas",91604,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Otros delitos contra la seguridad de los datos y/o sistemas o equipos informáticos",0,0,0,0
28,"Tamaulipas",91605,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - No identificado",0,0,0,NA
28,"Tamaulipas",91700,"Tratos o penas crueles, inhumanos o degradantes",3,0,0,0
28,"Tamaulipas",91800,"Otros delitos",981,795,437,702
28,"Tamaulipas",100100,"No identificado",0,0,0,NA
29,"Tlaxcala",0,"Total",4415,4527,4141,4355
29,"Tlaxcala",10100,"Homicidio",165,157,150,202
29,"Tlaxcala",10200,"Feminicidio",3,10,6,4
29,"Tlaxcala",10300,"Aborto",0,0,0,0
29,"Tlaxcala",10400,"Lesiones",251,317,308,310
29,"Tlaxcala",10500,"Otros delitos que atentan contra la vida y la integridad corporal",7,10,8,0
29,"Tlaxcala",20100,"Privación de la libertad",0,0,0,0
29,"Tlaxcala",20200,"Tráfico de menores",0,0,0,0
29,"Tlaxcala",20300,"Retención o sustracción de menores e incapaces",0,0,0,0
29,"Tlaxcala",20400,"Rapto",0,0,0,0
29,"Tlaxcala",20500,"Desaparición forzada de personas",0,0,0,0
29,"Tlaxcala",20601,"Secuestro - Secuestro extorsivo",2,8,11,9
29,"Tlaxcala",20602,"Secuestro - Secuestro en calidad de rehén",0,0,0,0
29,"Tlaxcala",20603,"Secuestro - Secuestro para causar daño",0,0,0,0
29,"Tlaxcala",20604,"Secuestro - Secuestro exprés",2,2,4,5
29,"Tlaxcala",20605,"Secuestro - Otro tipo de secuestro",0,0,0,0
29,"Tlaxcala",20606,"Secuestro - No identificado",0,0,0,NA
29,"Tlaxcala",20700,"Otros delitos que atentan contra la libertad personal",0,2,8,0
29,"Tlaxcala",30100,"Abuso sexual",24,33,27,22
29,"Tlaxcala",30200,"Acoso sexual",5,4,2,0
29,"Tlaxcala",30300,"Hostigamiento sexual",2,0,1,0
29,"Tlaxcala",30401,"Violación - Violación simple",25,24,38,26
29,"Tlaxcala",30402,"Violación - Violación equiparada por introducir cualquier elemento, instrumento o cualquier parte del cuerpo humano, distinto al pene",0,1,0,0
29,"Tlaxcala",30403,"Violación - Violación equiparada en contra de menores e incapaces",2,0,0,0
29,"Tlaxcala",30404,"Violación - Otro tipo de violación",0,0,0,0
29,"Tlaxcala",30405,"Violación - No identificado",0,0,0,NA
29,"Tlaxcala",30500,"Estupro",0,0,0,0
29,"Tlaxcala",30600,"Incesto",0,0,0,0
29,"Tlaxcala",30700,"Otros delitos que atentan contra la libertad y la seguridad sexual",11,14,2,0
29,"Tlaxcala",40101,"Robo - Robo simple",0,0,0,0
29,"Tlaxcala",40102,"Robo - Robo a casa habitación",377,459,335,130
29,"Tlaxcala",40103,"Robo - Robo de vehículo",1765,1633,1510,1998
29,"Tlaxcala",40104,"Robo - Robo de autopartes",15,6,7,10
29,"Tlaxcala",40105,"Robo - Robo a transeúnte en vía pública",105,127,87,57
29,"Tlaxcala",40106,"Robo - Robo a transeúnte en espacio abierto al público",15,11,3,0
29,"Tlaxcala",40107,"Robo - Robo a persona en un lugar privado",0,0,0,0
29,"Tlaxcala",40108,"Robo - Robo a transportista",93,88,115,304
29,"Tlaxcala",40109,"Robo - Robo en transporte público individual",5,5,4,2
29,"Tlaxcala",40110,"Robo - Robo en transporte público colectivo",6,9,3,4
29,"Tlaxcala",40111,"Robo - Robo en transporte individual",11,13,3,0
29,"Tlaxcala",40112,"Robo - Robo a institución bancaria",2,0,3,9
29,"Tlaxcala",40113,"Robo - Robo a negocio",285,360,311,140
