"clave","entidad_federativa","clave_delito","delito","2022","2021","2020","2019"
15,"México",70700,"Asociación delictuosa",0,0,0,0
15,"México",70800,"Terrorismo",0,0,0,0
15,"México",70900,"Otros delitos contra la seguridad pública y la seguridad del Estado",13,1,7,195
15,"México",80101,"Delitos por hechos de corrupción - Ejercicio indebido del servicio público",0,0,30,23
15,"México",80102,"Delitos por hechos de corrupción - Abuso de autoridad",3360,3215,3364,2807
15,"México",80103,"Delitos por hechos de corrupción - Cohecho",257,1368,1634,2126
15,"México",80104,"Delitos por hechos de corrupción - Peculado",7,9,2,2
15,"México",80105,"Delitos por hechos de corrupción - Enriquecimiento ilícito",4,1,4,4
15,"México",80106,"Delitos por hechos de corrupción - Ejercicio abusivo de funciones",6,7,3,0
15,"México",80107,"Delitos por hechos de corrupción - Tráfico de influencias",5,4,1,2
15,"México",80108,"Delitos por hechos de corrupción - Otros delitos por hechos de corrupción",409,9,7,17
15,"México",80109,"Delitos por hechos de corrupción - No identificado",0,0,0,NA
15,"México",80201,"Delitos contra la administración de justicia - En materia de amparo",0,0,0,0
15,"México",80202,"Delitos contra la administración de justicia - Otros delitos contra la administración de justicia",0,0,28,41
15,"México",80203,"Delitos contra la administración de justicia - No identificado",0,0,0,NA
15,"México",80300,"Delitos en materia fiscal",0,0,1,0
15,"México",80400,"Delitos electorales",17,302,71,34
15,"México",80500,"Otros delitos contra la administración del Estado",8,24,10,645
15,"México",90100,"Amenazas",0,0,0,0
15,"México",90200,"Allanamiento de morada",1796,1699,1688,1577
15,"México",90300,"Falsedad",202,102,55,131
15,"México",90400,"Falsificación",2864,1622,1463,2626
15,"México",90501,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Tráfico de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",18,5,0,0
15,"México",90502,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Comercialización de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,0,0,0
15,"México",90503,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Caza, pesca o tala ilegal de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",15,1,0,4
15,"México",90504,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Transporte o manejo de residuos peligrosos",0,0,4,0
15,"México",90505,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Daños a los ecosistemas o sus elementos",309,345,456,480
15,"México",90506,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Otros delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental",0,0,0,0
15,"México",90507,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - No identificado",0,0,0,NA
15,"México",90600,"Delitos en materia de vías de comunicación y correspondencia",3298,4556,4377,3558
15,"México",90701,"Delitos en materia de migración - Tráfico de indocumentados",0,0,0,0
15,"México",90702,"Delitos en materia de migración - Otros delitos en materia de migración",0,0,0,0
15,"México",90703,"Delitos en materia de migración - No identificado",0,0,0,NA
15,"México",90800,"Delitos en materia de derechos de autor",0,0,0,0
15,"México",90900,"Delitos en materia de instituciones de crédito, inversión, fianzas y seguros",0,0,0,0
15,"México",91000,"Delitos en materia de propiedad industrial",0,0,0,0
15,"México",91100,"Delitos contra la salud no relacionados con narcóticos",1,0,0,0
15,"México",91200,"Encubrimiento",4096,3457,3032,3653
15,"México",91300,"Operaciones con recursos de procedencia ilícita",29,23,38,22
15,"México",91400,"Tortura",1301,1818,729,1026
15,"México",91500,"Suplantación y usurpación de identidad",1870,1740,1146,1582
15,"México",91601,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Acceso ilícito a sistemas o equipos informáticos",0,0,0,0
15,"México",91602,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Daños a datos informáticos",0,0,0,0
15,"México",91603,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Interferir en el buen funcionamiento de sistemas o equipos informáticos",0,0,1,0
15,"México",91604,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Otros delitos contra la seguridad de los datos y/o sistemas o equipos informáticos",599,483,0,0
15,"México",91605,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - No identificado",0,0,0,NA
15,"México",91700,"Tratos o penas crueles, inhumanos o degradantes",0,0,0,0
15,"México",91800,"Otros delitos",47871,55346,44322,31451
15,"México",100100,"No identificado",0,0,0,NA
16,"Michoacán de Ocampo",0,"Total",45374,46877,45888,45377
16,"Michoacán de Ocampo",10100,"Homicidio",3164,3345,3005,2702
16,"Michoacán de Ocampo",10200,"Feminicidio",43,27,21,12
16,"Michoacán de Ocampo",10300,"Aborto",31,18,11,17
16,"Michoacán de Ocampo",10400,"Lesiones",7932,7796,7599,7272
16,"Michoacán de Ocampo",10500,"Otros delitos que atentan contra la vida y la integridad corporal",137,143,112,73
16,"Michoacán de Ocampo",20100,"Privación de la libertad",332,321,381,500
16,"Michoacán de Ocampo",20200,"Tráfico de menores",0,0,1,0
16,"Michoacán de Ocampo",20300,"Retención o sustracción de menores e incapaces",246,283,325,212
16,"Michoacán de Ocampo",20400,"Rapto",0,0,0,0
16,"Michoacán de Ocampo",20500,"Desaparición forzada de personas",8,4,4,10
16,"Michoacán de Ocampo",20601,"Secuestro - Secuestro extorsivo",45,30,56,51
16,"Michoacán de Ocampo",20602,"Secuestro - Secuestro en calidad de rehén",0,0,0,0
16,"Michoacán de Ocampo",20603,"Secuestro - Secuestro para causar daño",0,0,0,0
16,"Michoacán de Ocampo",20604,"Secuestro - Secuestro exprés",0,0,0,0
16,"Michoacán de Ocampo",20605,"Secuestro - Otro tipo de secuestro",0,0,0,0
16,"Michoacán de Ocampo",20606,"Secuestro - No identificado",0,0,0,NA
16,"Michoacán de Ocampo",20700,"Otros delitos que atentan contra la libertad personal",333,184,348,107
16,"Michoacán de Ocampo",30100,"Abuso sexual",657,570,516,392
16,"Michoacán de Ocampo",30200,"Acoso sexual",190,181,62,0
16,"Michoacán de Ocampo",30300,"Hostigamiento sexual",30,42,84,72
16,"Michoacán de Ocampo",30401,"Violación - Violación simple",461,440,343,358
16,"Michoacán de Ocampo",30402,"Violación - Violación equiparada por introducir cualquier elemento, instrumento o cualquier parte del cuerpo humano, distinto al pene",141,122,98,71
16,"Michoacán de Ocampo",30403,"Violación - Violación equiparada en contra de menores e incapaces",0,0,0,0
16,"Michoacán de Ocampo",30404,"Violación - Otro tipo de violación",0,1,1,0
16,"Michoacán de Ocampo",30405,"Violación - No identificado",0,0,0,NA
16,"Michoacán de Ocampo",30500,"Estupro",48,39,43,35
16,"Michoacán de Ocampo",30600,"Incesto",0,0,0,0
16,"Michoacán de Ocampo",30700,"Otros delitos que atentan contra la libertad y la seguridad sexual",226,197,82,0
16,"Michoacán de Ocampo",40101,"Robo - Robo simple",1310,1363,1344,1383
16,"Michoacán de Ocampo",40102,"Robo - Robo a casa habitación",1028,1250,1448,1855
16,"Michoacán de Ocampo",40103,"Robo - Robo de vehículo",3337,4004,4093,5020
16,"Michoacán de Ocampo",40104,"Robo - Robo de autopartes",32,38,44,45
16,"Michoacán de Ocampo",40105,"Robo - Robo a transeúnte en vía pública",312,465,562,675
16,"Michoacán de Ocampo",40106,"Robo - Robo a transeúnte en espacio abierto al público",41,61,117,153
16,"Michoacán de Ocampo",40107,"Robo - Robo a persona en un lugar privado",8,5,9,46
16,"Michoacán de Ocampo",40108,"Robo - Robo a transportista",779,1074,1073,1400
16,"Michoacán de Ocampo",40109,"Robo - Robo en transporte público individual",6,10,11,7
16,"Michoacán de Ocampo",40110,"Robo - Robo en transporte público colectivo",7,14,25,14
16,"Michoacán de Ocampo",40111,"Robo - Robo en transporte individual",5,8,14,5
16,"Michoacán de Ocampo",40112,"Robo - Robo a institución bancaria",11,13,13,19
16,"Michoacán de Ocampo",40113,"Robo - Robo a negocio",600,742,845,1081
16,"Michoacán de Ocampo",40114,"Robo - Robo de ganado",60,78,87,102
16,"Michoacán de Ocampo",40115,"Robo - Robo de maquinaria",12,15,30,21
16,"Michoacán de Ocampo",40116,"Robo - Robo de energía eléctrica",0,0,0,0
16,"Michoacán de Ocampo",40117,"Robo - Otros robos",3797,3815,4273,5331
16,"Michoacán de Ocampo",40118,"Robo - No identificado",0,0,0,NA
16,"Michoacán de Ocampo",40201,"Delitos en materia de hidrocarburos y sus derivados - Sustracción de hidrocarburos y sus derivados",0,0,0,3
16,"Michoacán de Ocampo",40202,"Delitos en materia de hidrocarburos y sus derivados - Aprovechamiento de hidrocarburos y sus derivados",0,0,0,0
16,"Michoacán de Ocampo",40203,"Delitos en materia de hidrocarburos y sus derivados - Posesión ilícita de hidrocarburos y sus derivados",0,0,0,0
16,"Michoacán de Ocampo",40204,"Delitos en materia de hidrocarburos y sus derivados - Otros delitos en materia de hidrocarburos y sus derivados",0,0,0,0
16,"Michoacán de Ocampo",40205,"Delitos en materia de hidrocarburos y sus derivados - No identificado",0,0,0,NA
16,"Michoacán de Ocampo",40300,"Fraude",2371,2366,1969,1553
16,"Michoacán de Ocampo",40400,"Abuso de confianza",695,595,591,533
16,"Michoacán de Ocampo",40501,"Extorsión - Extorsión cometida por vía telefónica o cualquier otro medio electrónico o de comunicación",328,362,277,249
16,"Michoacán de Ocampo",40502,"Extorsión - Otro tipo de extorsión",0,0,0,0
16,"Michoacán de Ocampo",40503,"Extorsión - No identificado",0,0,0,NA
16,"Michoacán de Ocampo",40600,"Daño a la propiedad",3738,3586,3128,2934
16,"Michoacán de Ocampo",40700,"Despojo",886,942,916,729
16,"Michoacán de Ocampo",40800,"Otros delitos que atentan contra el patrimonio",8,10,10,0
16,"Michoacán de Ocampo",50100,"Violencia familiar",1444,1183,1185,911
16,"Michoacán de Ocampo",50200,"Incumplimiento de obligaciones familiares",188,140,110,129
16,"Michoacán de Ocampo",50300,"Otros delitos contra la familia",0,0,0,0
16,"Michoacán de Ocampo",60101,"Delitos contra el libre desarrollo de la personalidad - Corrupción de menores e incapaces",25,28,34,27
16,"Michoacán de Ocampo",60102,"Delitos contra el libre desarrollo de la personalidad - Prostitución de menores e incapaces",0,0,0,0
16,"Michoacán de Ocampo",60103,"Delitos contra el libre desarrollo de la personalidad - Pornografía infantil",4,5,3,2
16,"Michoacán de Ocampo",60104,"Delitos contra el libre desarrollo de la personalidad - Turismo sexual",0,0,0,0
16,"Michoacán de Ocampo",60105,"Delitos contra el libre desarrollo de la personalidad - Pederastia",0,0,0,0
16,"Michoacán de Ocampo",60106,"Delitos contra el libre desarrollo de la personalidad - Otros delitos contra el libre desarrollo de la personalidad",0,0,0,0
16,"Michoacán de Ocampo",60107,"Delitos contra el libre desarrollo de la personalidad - No identificado",0,0,0,NA
16,"Michoacán de Ocampo",60201,"Trata de personas - Trata de personas con fines de explotación sexual",2,7,11,0
16,"Michoacán de Ocampo",60202,"Trata de personas - Trata de personas con fines de trabajo o servicios forzados",3,0,0,0
16,"Michoacán de Ocampo",60203,"Trata de personas - Trata de personas con fines de tráfico de órganos",0,0,0,0
16,"Michoacán de Ocampo",60204,"Trata de personas - Trata de personas con otros fines",1,0,0,10
16,"Michoacán de Ocampo",60205,"Trata de personas - No identificado",0,0,0,NA
16,"Michoacán de Ocampo",60300,"Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0
16,"Michoacán de Ocampo",60400,"Discriminación",37,37,29,27
16,"Michoacán de Ocampo",60500,"Lenocinio",0,0,0,2
16,"Michoacán de Ocampo",60600,"Otros delitos contra la sociedad",0,0,0,0
16,"Michoacán de Ocampo",70101,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Posesión simple de narcóticos",1649,2122,1695,1899
16,"Michoacán de Ocampo",70102,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Posesión con fines de comercio o suministro de narcóticos",43,87,102,92
16,"Michoacán de Ocampo",70103,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Comercio de narcóticos",339,301,213,295
16,"Michoacán de Ocampo",70104,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Suministro de narcóticos",0,0,0,0
16,"Michoacán de Ocampo",70105,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Otros delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo",0,0,0,0
16,"Michoacán de Ocampo",70106,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - No identificado",0,0,0,NA
16,"Michoacán de Ocampo",70201,"Delitos federales contra la salud relacionados con narcóticos - Producción de narcóticos",0,0,0,0
16,"Michoacán de Ocampo",70202,"Delitos federales contra la salud relacionados con narcóticos - Transporte de narcóticos",0,0,0,0
16,"Michoacán de Ocampo",70203,"Delitos federales contra la salud relacionados con narcóticos - Tráfico de narcóticos",0,0,0,0
16,"Michoacán de Ocampo",70204,"Delitos federales contra la salud relacionados con narcóticos - Comercio de narcóticos",0,0,0,0
16,"Michoacán de Ocampo",70205,"Delitos federales contra la salud relacionados con narcóticos - Suministro de narcóticos",0,0,0,0
16,"Michoacán de Ocampo",70206,"Delitos federales contra la salud relacionados con narcóticos - Posesión de narcóticos",0,0,0,0
16,"Michoacán de Ocampo",70207,"Delitos federales contra la salud relacionados con narcóticos - Otros delitos federales contra la salud relacionados con narcóticos",0,0,0,0
16,"Michoacán de Ocampo",70208,"Delitos federales contra la salud relacionados con narcóticos - No identificado",0,0,0,NA
16,"Michoacán de Ocampo",70300,"Evasión de presos",1,2,0,2
16,"Michoacán de Ocampo",70400,"Delitos en materia de armas y objetos prohibidos",0,0,0,0
16,"Michoacán de Ocampo",70500,"Delitos de delincuencia organizada",0,0,0,0
16,"Michoacán de Ocampo",70601,"Delitos en materia de armas, explosivos y otros materiales destructivos - Portación ilícita de armas",0,0,0,0
16,"Michoacán de Ocampo",70602,"Delitos en materia de armas, explosivos y otros materiales destructivos - Posesión ilícita de armas, cartuchos y cargadores",0,0,0,0
16,"Michoacán de Ocampo",70603,"Delitos en materia de armas, explosivos y otros materiales destructivos - Acopio ilícito de armas",0,0,0,0
16,"Michoacán de Ocampo",70604,"Delitos en materia de armas, explosivos y otros materiales destructivos - Tráfico ilícito de armas, explosivos y otros materiales destructivos",0,0,0,0
16,"Michoacán de Ocampo",70605,"Delitos en materia de armas, explosivos y otros materiales destructivos - Otros delitos en materia de armas, explosivos y otros materiales destructivos",0,0,0,0
16,"Michoacán de Ocampo",70606,"Delitos en materia de armas, explosivos y otros materiales destructivos - No identificado",0,0,0,NA
16,"Michoacán de Ocampo",70700,"Asociación delictuosa",0,0,0,0
16,"Michoacán de Ocampo",70800,"Terrorismo",0,0,0,0
16,"Michoacán de Ocampo",70900,"Otros delitos contra la seguridad pública y la seguridad del Estado",1,4,5,0
16,"Michoacán de Ocampo",80101,"Delitos por hechos de corrupción - Ejercicio indebido del servicio público",23,35,32,19
16,"Michoacán de Ocampo",80102,"Delitos por hechos de corrupción - Abuso de autoridad",252,205,305,346
16,"Michoacán de Ocampo",80103,"Delitos por hechos de corrupción - Cohecho",23,30,19,17
16,"Michoacán de Ocampo",80104,"Delitos por hechos de corrupción - Peculado",15,6,12,10
16,"Michoacán de Ocampo",80105,"Delitos por hechos de corrupción - Enriquecimiento ilícito",0,1,0,0
16,"Michoacán de Ocampo",80106,"Delitos por hechos de corrupción - Ejercicio abusivo de funciones",1,3,0,0
16,"Michoacán de Ocampo",80107,"Delitos por hechos de corrupción - Tráfico de influencias",0,0,0,0
16,"Michoacán de Ocampo",80108,"Delitos por hechos de corrupción - Otros delitos por hechos de corrupción",9,19,10,0
16,"Michoacán de Ocampo",80109,"Delitos por hechos de corrupción - No identificado",0,0,0,NA
16,"Michoacán de Ocampo",80201,"Delitos contra la administración de justicia - En materia de amparo",0,0,0,0
16,"Michoacán de Ocampo",80202,"Delitos contra la administración de justicia - Otros delitos contra la administración de justicia",317,449,323,4
16,"Michoacán de Ocampo",80203,"Delitos contra la administración de justicia - No identificado",0,0,0,NA
16,"Michoacán de Ocampo",80300,"Delitos en materia fiscal",0,0,0,0
16,"Michoacán de Ocampo",80400,"Delitos electorales",8,102,1,1
16,"Michoacán de Ocampo",80500,"Otros delitos contra la administración del Estado",0,0,0,0
16,"Michoacán de Ocampo",90100,"Amenazas",4759,4490,4087,2834
16,"Michoacán de Ocampo",90200,"Allanamiento de morada",341,283,342,257
16,"Michoacán de Ocampo",90300,"Falsedad",21,28,23,37
16,"Michoacán de Ocampo",90400,"Falsificación",759,851,525,237
16,"Michoacán de Ocampo",90501,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Tráfico de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,0,0,0
16,"Michoacán de Ocampo",90502,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Comercialización de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,0,0,0
16,"Michoacán de Ocampo",90503,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Caza, pesca o tala ilegal de flora o fauna silvestres en peligro de extinción, amenazadas o sujetas a protección",0,0,0,0
16,"Michoacán de Ocampo",90504,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Transporte o manejo de residuos peligrosos",0,0,0,0
16,"Michoacán de Ocampo",90505,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Daños a los ecosistemas o sus elementos",0,0,0,0
16,"Michoacán de Ocampo",90506,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - Otros delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental",182,152,200,156
16,"Michoacán de Ocampo",90507,"Delitos contra el medio ambiente, el equilibrio ecológico y la gestión ambiental - No identificado",0,0,0,NA
16,"Michoacán de Ocampo",90600,"Delitos en materia de vías de comunicación y correspondencia",8,16,54,15
16,"Michoacán de Ocampo",90701,"Delitos en materia de migración - Tráfico de indocumentados",0,0,0,0
16,"Michoacán de Ocampo",90702,"Delitos en materia de migración - Otros delitos en materia de migración",0,0,0,0
16,"Michoacán de Ocampo",90703,"Delitos en materia de migración - No identificado",0,0,0,NA
16,"Michoacán de Ocampo",90800,"Delitos en materia de derechos de autor",0,0,0,0
16,"Michoacán de Ocampo",90900,"Delitos en materia de instituciones de crédito, inversión, fianzas y seguros",0,0,0,0
16,"Michoacán de Ocampo",91000,"Delitos en materia de propiedad industrial",0,0,0,0
16,"Michoacán de Ocampo",91100,"Delitos contra la salud no relacionados con narcóticos",6,4,5,12
16,"Michoacán de Ocampo",91200,"Encubrimiento",10,23,55,12
16,"Michoacán de Ocampo",91300,"Operaciones con recursos de procedencia ilícita",4,2,4,3
16,"Michoacán de Ocampo",91400,"Tortura",1,0,12,20
16,"Michoacán de Ocampo",91500,"Suplantación y usurpación de identidad",209,211,202,165
16,"Michoacán de Ocampo",91601,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Acceso ilícito a sistemas o equipos informáticos",0,0,0,0
16,"Michoacán de Ocampo",91602,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Daños a datos informáticos",0,0,0,0
16,"Michoacán de Ocampo",91603,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Interferir en el buen funcionamiento de sistemas o equipos informáticos",0,0,0,0
16,"Michoacán de Ocampo",91604,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - Otros delitos contra la seguridad de los datos y/o sistemas o equipos informáticos",0,0,0,0
16,"Michoacán de Ocampo",91605,"Delitos contra la seguridad de los datos y/o sistemas o equipos informáticos - No identificado",0,0,0,NA
16,"Michoacán de Ocampo",91700,"Tratos o penas crueles, inhumanos o degradantes",0,0,0,0
16,"Michoacán de Ocampo",91800,"Otros delitos",1294,1492,2319,2794
16,"Michoacán de Ocampo",100100,"No identificado",0,0,0,NA
17,"Morelos",0,"Total",44291,42406,40494,43193
17,"Morelos",10100,"Homicidio",1900,1845,1033,1688
17,"Morelos",10200,"Feminicidio",33,32,35,39
17,"Morelos",10300,"Aborto",10,10,13,12
17,"Morelos",10400,"Lesiones",3852,3645,3451,3981
17,"Morelos",10500,"Otros delitos que atentan contra la vida y la integridad corporal",304,354,869,315
17,"Morelos",20100,"Privación de la libertad",170,206,181,201
17,"Morelos",20200,"Tráfico de menores",0,0,0,2
17,"Morelos",20300,"Retención o sustracción de menores e incapaces",351,364,352,337
17,"Morelos",20400,"Rapto",1,2,5,2
17,"Morelos",20500,"Desaparición forzada de personas",0,3,0,0
17,"Morelos",20601,"Secuestro - Secuestro extorsivo",20,18,52,66
17,"Morelos",20602,"Secuestro - Secuestro en calidad de rehén",0,0,0,0
17,"Morelos",20603,"Secuestro - Secuestro para causar daño",0,0,1,2
17,"Morelos",20604,"Secuestro - Secuestro exprés",3,4,4,4
17,"Morelos",20605,"Secuestro - Otro tipo de secuestro",0,0,0,4
17,"Morelos",20606,"Secuestro - No identificado",0,0,0,NA
17,"Morelos",20700,"Otros delitos que atentan contra la libertad personal",1,1,1,0
17,"Morelos",30100,"Abuso sexual",628,558,469,496
17,"Morelos",30200,"Acoso sexual",23,33,25,26
17,"Morelos",30300,"Hostigamiento sexual",80,64,62,57
17,"Morelos",30401,"Violación - Violación simple",580,478,416,419
17,"Morelos",30402,"Violación - Violación equiparada por introducir cualquier elemento, instrumento o cualquier parte del cuerpo humano, distinto al pene",2,3,15,5
17,"Morelos",30403,"Violación - Violación equiparada en contra de menores e incapaces",0,13,0,0
17,"Morelos",30404,"Violación - Otro tipo de violación",0,14,0,0
17,"Morelos",30405,"Violación - No identificado",0,0,0,NA
17,"Morelos",30500,"Estupro",43,54,53,49
17,"Morelos",30600,"Incesto",3,0,0,0
17,"Morelos",30700,"Otros delitos que atentan contra la libertad y la seguridad sexual",15,19,14,0
17,"Morelos",40101,"Robo - Robo simple",3558,2956,3342,3216
17,"Morelos",40102,"Robo - Robo a casa habitación",1515,1531,1464,1832
17,"Morelos",40103,"Robo - Robo de vehículo",4373,3902,3731,3297
17,"Morelos",40104,"Robo - Robo de autopartes",1088,1344,1295,31
17,"Morelos",40105,"Robo - Robo a transeúnte en vía pública",738,777,775,835
17,"Morelos",40106,"Robo - Robo a transeúnte en espacio abierto al público",36,88,67,41
17,"Morelos",40107,"Robo - Robo a persona en un lugar privado",0,0,0,0
17,"Morelos",40108,"Robo - Robo a transportista",148,229,398,494
17,"Morelos",40109,"Robo - Robo en transporte público individual",40,23,35,54
17,"Morelos",40110,"Robo - Robo en transporte público colectivo",107,90,74,131
17,"Morelos",40111,"Robo - Robo en transporte individual",74,59,49,95
17,"Morelos",40112,"Robo - Robo a institución bancaria",10,13,11,12
17,"Morelos",40113,"Robo - Robo a negocio",2373,2590,2509,1837
17,"Morelos",40114,"Robo - Robo de ganado",39,65,48,80
17,"Morelos",40115,"Robo - Robo de maquinaria",1,3,2,1
17,"Morelos",40116,"Robo - Robo de energía eléctrica",1,3,8,2
17,"Morelos",40117,"Robo - Otros robos",700,756,951,4044
17,"Morelos",40118,"Robo - No identificado",0,0,0,NA
17,"Morelos",40201,"Delitos en materia de hidrocarburos y sus derivados - Sustracción de hidrocarburos y sus derivados",NA,0,0,0
17,"Morelos",40202,"Delitos en materia de hidrocarburos y sus derivados - Aprovechamiento de hidrocarburos y sus derivados",NA,0,0,0
17,"Morelos",40203,"Delitos en materia de hidrocarburos y sus derivados - Posesión ilícita de hidrocarburos y sus derivados",NA,0,0,0
17,"Morelos",40204,"Delitos en materia de hidrocarburos y sus derivados - Otros delitos en materia de hidrocarburos y sus derivados",NA,0,0,0
17,"Morelos",40205,"Delitos en materia de hidrocarburos y sus derivados - No identificado",NA,0,0,NA
17,"Morelos",40300,"Fraude",1746,1709,1454,1613
17,"Morelos",40400,"Abuso de confianza",639,723,550,638
17,"Morelos",40501,"Extorsión - Extorsión cometida por vía telefónica o cualquier otro medio electrónico o de comunicación",0,0,NA,0
17,"Morelos",40502,"Extorsión - Otro tipo de extorsión",0,0,NA,184
17,"Morelos",40503,"Extorsión - No identificado",147,151,135,NA
17,"Morelos",40600,"Daño a la propiedad",3237,2697,2019,2215
17,"Morelos",40700,"Despojo",1229,1244,1156,1125
17,"Morelos",40800,"Otros delitos que atentan contra el patrimonio",534,484,470,410
17,"Morelos",50100,"Violencia familiar",5204,4938,4947,5132
17,"Morelos",50200,"Incumplimiento de obligaciones familiares",339,286,247,317
17,"Morelos",50300,"Otros delitos contra la familia",3,2,3,0
17,"Morelos",60101,"Delitos contra el libre desarrollo de la personalidad - Corrupción de menores e incapaces",38,31,30,41
17,"Morelos",60102,"Delitos contra el libre desarrollo de la personalidad - Prostitución de menores e incapaces",0,0,0,0
17,"Morelos",60103,"Delitos contra el libre desarrollo de la personalidad - Pornografía infantil",0,0,0,0
17,"Morelos",60104,"Delitos contra el libre desarrollo de la personalidad - Turismo sexual",0,0,0,0
17,"Morelos",60105,"Delitos contra el libre desarrollo de la personalidad - Pederastia",0,0,0,0
17,"Morelos",60106,"Delitos contra el libre desarrollo de la personalidad - Otros delitos contra el libre desarrollo de la personalidad",0,0,0,0
17,"Morelos",60107,"Delitos contra el libre desarrollo de la personalidad - No identificado",0,0,0,NA
17,"Morelos",60201,"Trata de personas - Trata de personas con fines de explotación sexual",7,2,1,4
17,"Morelos",60202,"Trata de personas - Trata de personas con fines de trabajo o servicios forzados",2,1,0,0
17,"Morelos",60203,"Trata de personas - Trata de personas con fines de tráfico de órganos",0,0,0,0
17,"Morelos",60204,"Trata de personas - Trata de personas con otros fines",0,0,0,0
17,"Morelos",60205,"Trata de personas - No identificado",0,0,0,NA
17,"Morelos",60300,"Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0
17,"Morelos",60400,"Discriminación",25,15,9,2
17,"Morelos",60500,"Lenocinio",0,1,3,9
17,"Morelos",60600,"Otros delitos contra la sociedad",509,361,321,252
17,"Morelos",70101,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Posesión simple de narcóticos",379,577,628,661
17,"Morelos",70102,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Posesión con fines de comercio o suministro de narcóticos",208,135,199,197
17,"Morelos",70103,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Comercio de narcóticos",27,26,48,35
17,"Morelos",70104,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Suministro de narcóticos",0,2,9,1
17,"Morelos",70105,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - Otros delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo",51,0,0,0
17,"Morelos",70106,"Delitos contra la salud relacionados con narcóticos en su modalidad de narcomenudeo - No identificado",0,0,0,NA
17,"Morelos",70201,"Delitos federales contra la salud relacionados con narcóticos - Producción de narcóticos",NA,0,0,0
17,"Morelos",70202,"Delitos federales contra la salud relacionados con narcóticos - Transporte de narcóticos",NA,0,0,0
17,"Morelos",70203,"Delitos federales contra la salud relacionados con narcóticos - Tráfico de narcóticos",NA,0,0,0
17,"Morelos",70204,"Delitos federales contra la salud relacionados con narcóticos - Comercio de narcóticos",NA,0,0,0
17,"Morelos",70205,"Delitos federales contra la salud relacionados con narcóticos - Suministro de narcóticos",NA,0,0,0
17,"Morelos",70206,"Delitos federales contra la salud relacionados con narcóticos - Posesión de narcóticos",NA,0,0,0
17,"Morelos",70207,"Delitos federales contra la salud relacionados con narcóticos - Otros delitos federales contra la salud relacionados con narcóticos",NA,0,0,0
17,"Morelos",70208,"Delitos federales contra la salud relacionados con narcóticos - No identificado",NA,0,0,NA
17,"Morelos",70300,"Evasión de presos",2,4,1,2
17,"Morelos",70400,"Delitos en materia de armas y objetos prohibidos",38,32,27,29
